"ID","GENRE_NAME","GENRE_CODE","REMARKS","DELETE_FLG","VERSION","CREATED","MODIFIED","MODIFIED_BY"
"286","","285","","0","0","2023-08-01 0:00:00","2023-08-01 0:00:00","PATCH"
"287","","286","","0","0","2023-08-01 0:00:00","2023-08-01 0:00:00","PATCH"
"288","","287","","0","0","2023-08-01 0:00:00","2023-08-01 0:00:00","PATCH"
"289","","288","","0","0","2023-08-01 0:00:00","2023-08-01 0:00:00","PATCH"
"290","","289","","0","0","2023-08-01 0:00:00","2023-08-01 0:00:00","PATCH"
"291","地理. 地誌. 紀行","290","","0","0","2023-08-01 0:00:00","2023-08-01 0:00:00","PATCH"
"292","","291","","0","0","2023-08-01 0:00:00","2023-08-01 0:00:00","PATCH"
"293","","292","","0","0","2023-08-01 0:00:00","2023-08-01 0:00:00","PATCH"
"294","","293","","0","0","2023-08-01 0:00:00","2023-08-01 0:00:00","PATCH"
"295","","294","","0","0","2023-08-01 0:00:00","2023-08-01 0:00:00","PATCH"
"296","","295","","0","0","2023-08-01 0:00:00","2023-08-01 0:00:00","PATCH"
"297","","296","","0","0","2023-08-01 0:00:00","2023-08-01 0:00:00","PATCH"
"298","","297","","0","0","2023-08-01 0:00:00","2023-08-01 0:00:00","PATCH"
"299","","298","","0","0","2023-08-01 0:00:00","2023-08-01 0:00:00","PATCH"
"300","","299","","0","0","2023-08-01 0:00:00","2023-08-01 0:00:00","PATCH"
"301","社会科学","300","","0","0","2023-08-01 0:00:00","2023-08-01 0:00:00","PATCH"
"302","","301","","0","0","2023-08-01 0:00:00","2023-08-01 0:00:00","PATCH"
"303","","302","","0","0","2023-08-01 0:00:00","2023-08-01 0:00:00","PATCH"
"304","","303","","0","0","2023-08-01 0:00:00","2023-08-01 0:00:00","PATCH"
"305","","304","","0","0","2023-08-01 0:00:00","2023-08-01 0:00:00","PATCH"
"306","","305","","0","0","2023-08-01 0:00:00","2023-08-01 0:00:00","PATCH"
"307","","306","","0","0","2023-08-01 0:00:00","2023-08-01 0:00:00","PATCH"
"308","","307","","0","0","2023-08-01 0:00:00","2023-08-01 0:00:00","PATCH"
"309","","308","","0","0","2023-08-01 0:00:00","2023-08-01 0:00:00","PATCH"
"310","","309","","0","0","2023-08-01 0:00:00","2023-08-01 0:00:00","PATCH"
"311","政治","310","","0","0","2023-08-01 0:00:00","2023-08-01 0:00:00","PATCH"
"312","","311","","0","0","2023-08-01 0:00:00","2023-08-01 0:00:00","PATCH"
"313","","312","","0","0","2023-08-01 0:00:00","2023-08-01 0:00:00","PATCH"
"314","","313","","0","0","2023-08-01 0:00:00","2023-08-01 0:00:00","PATCH"
"315","","314","","0","0","2023-08-01 0:00:00","2023-08-01 0:00:00","PATCH"
"316","","315","","0","0","2023-08-01 0:00:00","2023-08-01 0:00:00","PATCH"
"317","","316","","0","0","2023-08-01 0:00:00","2023-08-01 0:00:00","PATCH"
"318","","317","","0","0","2023-08-01 0:00:00","2023-08-01 0:00:00","PATCH"
"319","","318","","0","0","2023-08-01 0:00:00","2023-08-01 0:00:00","PATCH"
"320","","319","","0","0","2023-08-01 0:00:00","2023-08-01 0:00:00","PATCH"
"321","法律","320","","0","0","2023-08-01 0:00:00","2023-08-01 0:00:00","PATCH"
"322","","321","","0","0","2023-08-01 0:00:00","2023-08-01 0:00:00","PATCH"
"323","","322","","0","0","2023-08-01 0:00:00","2023-08-01 0:00:00","PATCH"
"324","","323","","0","0","2023-08-01 0:00:00","2023-08-01 0:00:00","PATCH"
"325","","324","","0","0","2023-08-01 0:00:00","2023-08-01 0:00:00","PATCH"
"326","","325","","0","0","2023-08-01 0:00:00","2023-08-01 0:00:00","PATCH"
"327","","326","","0","0","2023-08-01 0:00:00","2023-08-01 0:00:00","PATCH"
"328","","327","","0","0","2023-08-01 0:00:00","2023-08-01 0:00:00","PATCH"
"329","","328","","0","0","2023-08-01 0:00:00","2023-08-01 0:00:00","PATCH"
"330","","329","","0","0","2023-08-01 0:00:00","2023-08-01 0:00:00","PATCH"
"331","経済","330","","0","0","2023-08-01 0:00:00","2023-08-01 0:00:00","PATCH"
"332","","331","","0","0","2023-08-01 0:00:00","2023-08-01 0:00:00","PATCH"
"333","","332","","0","0","2023-08-01 0:00:00","2023-08-01 0:00:00","PATCH"
"334","","333","","0","0","2023-08-01 0:00:00","2023-08-01 0:00:00","PATCH"
"335","","334","","0","0","2023-08-01 0:00:00","2023-08-01 0:00:00","PATCH"
"336","","335","","0","0","2023-08-01 0:00:00","2023-08-01 0:00:00","PATCH"
"337","","336","","0","0","2023-08-01 0:00:00","2023-08-01 0:00:00","PATCH"
"338","","337","","0","0","2023-08-01 0:00:00","2023-08-01 0:00:00","PATCH"
"339","","338","","0","0","2023-08-01 0:00:00","2023-08-01 0:00:00","PATCH"
"340","","339","","0","0","2023-08-01 0:00:00","2023-08-01 0:00:00","PATCH"
"341","財政","340","","0","0","2023-08-01 0:00:00","2023-08-01 0:00:00","PATCH"
"342","","341","","0","0","2023-08-01 0:00:00","2023-08-01 0:00:00","PATCH"
"343","","342","","0","0","2023-08-01 0:00:00","2023-08-01 0:00:00","PATCH"
"344","","343","","0","0","2023-08-01 0:00:00","2023-08-01 0:00:00","PATCH"
"345","","344","","0","0","2023-08-01 0:00:00","2023-08-01 0:00:00","PATCH"
"346","","345","","0","0","2023-08-01 0:00:00","2023-08-01 0:00:00","PATCH"
"347","","346","","0","0","2023-08-01 0:00:00","2023-08-01 0:00:00","PATCH"
"348","","347","","0","0","2023-08-01 0:00:00","2023-08-01 0:00:00","PATCH"
"349","","348","","0","0","2023-08-01 0:00:00","2023-08-01 0:00:00","PATCH"
"350","","349","","0","0","2023-08-01 0:00:00","2023-08-01 0:00:00","PATCH"
"351","統計","350","","0","0","2023-08-01 0:00:00","2023-08-01 0:00:00","PATCH"
"352","","351","","0","0","2023-08-01 0:00:00","2023-08-01 0:00:00","PATCH"
"353","","352","","0","0","2023-08-01 0:00:00","2023-08-01 0:00:00","PATCH"
"354","","353","","0","0","2023-08-01 0:00:00","2023-08-01 0:00:00","PATCH"
"355","","354","","0","0","2023-08-01 0:00:00","2023-08-01 0:00:00","PATCH"
"356","","355","","0","0","2023-08-01 0:00:00","2023-08-01 0:00:00","PATCH"
"357","","356","","0","0","2023-08-01 0:00:00","2023-08-01 0:00:00","PATCH"
"358","","357","","0","0","2023-08-01 0:00:00","2023-08-01 0:00:00","PATCH"
"359","","358","","0","0","2023-08-01 0:00:00","2023-08-01 0:00:00","PATCH"
"360","","359","","0","0","2023-08-01 0:00:00","2023-08-01 0:00:00","PATCH"
"361","社会","360","","0","0","2023-08-01 0:00:00","2023-08-01 0:00:00","PATCH"
"362","","361","","0","0","2023-08-01 0:00:00","2023-08-01 0:00:00","PATCH"
"363","","362","","0","0","2023-08-01 0:00:00","2023-08-01 0:00:00","PATCH"
"364","","363","","0","0","2023-08-01 0:00:00","2023-08-01 0:00:00","PATCH"
"365","","364","","0","0","2023-08-01 0:00:00","2023-08-01 0:00:00","PATCH"
"366","","365","","0","0","2023-08-01 0:00:00","2023-08-01 0:00:00","PATCH"
"367","","366","","0","0","2023-08-01 0:00:00","2023-08-01 0:00:00","PATCH"
"368","","367","","0","0","2023-08-01 0:00:00","2023-08-01 0:00:00","PATCH"
"369","","368","","0","0","2023-08-01 0:00:00","2023-08-01 0:00:00","PATCH"
"370","","369","","0","0","2023-08-01 0:00:00","2023-08-01 0:00:00","PATCH"
"371","教育","370","","0","0","2023-08-01 0:00:00","2023-08-01 0:00:00","PATCH"
"372","","371","","0","0","2023-08-01 0:00:00","2023-08-01 0:00:00","PATCH"
"373","","372","","0","0","2023-08-01 0:00:00","2023-08-01 0:00:00","PATCH"
"374","","373","","0","0","2023-08-01 0:00:00","2023-08-01 0:00:00","PATCH"
"375","","374","","0","0","2023-08-01 0:00:00","2023-08-01 0:00:00","PATCH"
"376","","375","","0","0","2023-08-01 0:00:00","2023-08-01 0:00:00","PATCH"
"377","","376","","0","0","2023-08-01 0:00:00","2023-08-01 0:00:00","PATCH"
"378","","377","","0","0","2023-08-01 0:00:00","2023-08-01 0:00:00","PATCH"
"379","","378","","0","0","2023-08-01 0:00:00","2023-08-01 0:00:00","PATCH"
"380","","379","","0","0","2023-08-01 0:00:00","2023-08-01 0:00:00","PATCH"
"381","風俗習慣. 民俗学. 民族学","380","","0","0","2023-08-01 0:00:00","2023-08-01 0:00:00","PATCH"
"382","","381","","0","0","2023-08-01 0:00:00","2023-08-01 0:00:00","PATCH"
"383","","382","","0","0","2023-08-01 0:00:00","2023-08-01 0:00:00","PATCH"
"384","","383","","0","0","2023-08-01 0:00:00","2023-08-01 0:00:00","PATCH"
"385","","384","","0","0","2023-08-01 0:00:00","2023-08-01 0:00:00","PATCH"
"386","","385","","0","0","2023-08-01 0:00:00","2023-08-01 0:00:00","PATCH"
"387","","386","","0","0","2023-08-01 0:00:00","2023-08-01 0:00:00","PATCH"
"388","","387","","0","0","2023-08-01 0:00:00","2023-08-01 0:00:00","PATCH"
"389","","388","","0","0","2023-08-01 0:00:00","2023-08-01 0:00:00","PATCH"
"390","","389","","0","0","2023-08-01 0:00:00","2023-08-01 0:00:00","PATCH"
"391","国防. 軍事","390","","0","0","2023-08-01 0:00:00","2023-08-01 0:00:00","PATCH"
"392","","391","","0","0","2023-08-01 0:00:00","2023-08-01 0:00:00","PATCH"
"393","","392","","0","0","2023-08-01 0:00:00","2023-08-01 0:00:00","PATCH"
"394","","393","","0","0","2023-08-01 0:00:00","2023-08-01 0:00:00","PATCH"
"395","","394","","0","0","2023-08-01 0:00:00","2023-08-01 0:00:00","PATCH"
"396","","395","","0","0","2023-08-01 0:00:00","2023-08-01 0:00:00","PATCH"
"397","","396","","0","0","2023-08-01 0:00:00","2023-08-01 0:00:00","PATCH"
"398","","397","","0","0","2023-08-01 0:00:00","2023-08-01 0:00:00","PATCH"
"399","","398","","0","0","2023-08-01 0:00:00","2023-08-01 0:00:00","PATCH"
"400","","399","","0","0","2023-08-01 0:00:00","2023-08-01 0:00:00","PATCH"
"401","自然科学","400","","0","0","2023-08-01 0:00:00","2023-08-01 0:00:00","PATCH"
"402","","401","","0","0","2023-08-01 0:00:00","2023-08-01 0:00:00","PATCH"
"403","","402","","0","0","2023-08-01 0:00:00","2023-08-01 0:00:00","PATCH"
"404","","403","","0","0","2023-08-01 0:00:00","2023-08-01 0:00:00","PATCH"
"405","","404","","0","0","2023-08-01 0:00:00","2023-08-01 0:00:00","PATCH"
"406","","405","","0","0","2023-08-01 0:00:00","2023-08-01 0:00:00","PATCH"
"407","","406","","0","0","2023-08-01 0:00:00","2023-08-01 0:00:00","PATCH"
"408","","407","","0","0","2023-08-01 0:00:00","2023-08-01 0:00:00","PATCH"
"409","","408","","0","0","2023-08-01 0:00:00","2023-08-01 0:00:00","PATCH"
"410","","409","","0","0","2023-08-01 0:00:00","2023-08-01 0:00:00","PATCH"
"411","数学","410","","0","0","2023-08-01 0:00:00","2023-08-01 0:00:00","PATCH"
"412","","411","","0","0","2023-08-01 0:00:00","2023-08-01 0:00:00","PATCH"
"413","","412","","0","0","2023-08-01 0:00:00","2023-08-01 0:00:00","PATCH"
"414","","413","","0","0","2023-08-01 0:00:00","2023-08-01 0:00:00","PATCH"
"415","","414","","0","0","2023-08-01 0:00:00","2023-08-01 0:00:00","PATCH"
"416","","415","","0","0","2023-08-01 0:00:00","2023-08-01 0:00:00","PATCH"
"417","","416","","0","0","2023-08-01 0:00:00","2023-08-01 0:00:00","PATCH"
"418","","417","","0","0","2023-08-01 0:00:00","2023-08-01 0:00:00","PATCH"
"419","","418","","0","0","2023-08-01 0:00:00","2023-08-01 0:00:00","PATCH"
"420","","419","","0","0","2023-08-01 0:00:00","2023-08-01 0:00:00","PATCH"
"421","物理学","420","","0","0","2023-08-01 0:00:00","2023-08-01 0:00:00","PATCH"
"422","","421","","0","0","2023-08-01 0:00:00","2023-08-01 0:00:00","PATCH"
"423","","422","","0","0","2023-08-01 0:00:00","2023-08-01 0:00:00","PATCH"
"424","","423","","0","0","2023-08-01 0:00:00","2023-08-01 0:00:00","PATCH"
"425","","424","","0","0","2023-08-01 0:00:00","2023-08-01 0:00:00","PATCH"
"426","","425","","0","0","2023-08-01 0:00:00","2023-08-01 0:00:00","PATCH"
"427","","426","","0","0","2023-08-01 0:00:00","2023-08-01 0:00:00","PATCH"
"428","","427","","0","0","2023-08-01 0:00:00","2023-08-01 0:00:00","PATCH"
"429","","428","","0","0","2023-08-01 0:00:00","2023-08-01 0:00:00","PATCH"
"430","","429","","0","0","2023-08-01 0:00:00","2023-08-01 0:00:00","PATCH"
"431","化学","430","","0","0","2023-08-01 0:00:00","2023-08-01 0:00:00","PATCH"
"432","","431","","0","0","2023-08-01 0:00:00","2023-08-01 0:00:00","PATCH"
"433","","432","","0","0","2023-08-01 0:00:00","2023-08-01 0:00:00","PATCH"
"434","","433","","0","0","2023-08-01 0:00:00","2023-08-01 0:00:00","PATCH"
"435","","434","","0","0","2023-08-01 0:00:00","2023-08-01 0:00:00","PATCH"
"436","","435","","0","0","2023-08-01 0:00:00","2023-08-01 0:00:00","PATCH"
"437","","436","","0","0","2023-08-01 0:00:00","2023-08-01 0:00:00","PATCH"
"438","","437","","0","0","2023-08-01 0:00:00","2023-08-01 0:00:00","PATCH"
"439","","438","","0","0","2023-08-01 0:00:00","2023-08-01 0:00:00","PATCH"
"440","","439","","0","0","2023-08-01 0:00:00","2023-08-01 0:00:00","PATCH"
"441","天文学. 宇宙科学","440","","0","0","2023-08-01 0:00:00","2023-08-01 0:00:00","PATCH"
"442","","441","","0","0","2023-08-01 0:00:00","2023-08-01 0:00:00","PATCH"
"443","","442","","0","0","2023-08-01 0:00:00","2023-08-01 0:00:00","PATCH"
"444","","443","","0","0","2023-08-01 0:00:00","2023-08-01 0:00:00","PATCH"
"445","","444","","0","0","2023-08-01 0:00:00","2023-08-01 0:00:00","PATCH"
"446","","445","","0","0","2023-08-01 0:00:00","2023-08-01 0:00:00","PATCH"
"447","","446","","0","0","2023-08-01 0:00:00","2023-08-01 0:00:00","PATCH"
"448","","447","","0","0","2023-08-01 0:00:00","2023-08-01 0:00:00","PATCH"
"449","","448","","0","0","2023-08-01 0:00:00","2023-08-01 0:00:00","PATCH"
"450","","449","","0","0","2023-08-01 0:00:00","2023-08-01 0:00:00","PATCH"
"451","地球科学. 地学","450","","0","0","2023-08-01 0:00:00","2023-08-01 0:00:00","PATCH"
"452","","451","","0","0","2023-08-01 0:00:00","2023-08-01 0:00:00","PATCH"
"453","","452","","0","0","2023-08-01 0:00:00","2023-08-01 0:00:00","PATCH"
"454","","453","","0","0","2023-08-01 0:00:00","2023-08-01 0:00:00","PATCH"
"455","","454","","0","0","2023-08-01 0:00:00","2023-08-01 0:00:00","PATCH"
"456","","455","","0","0","2023-08-01 0:00:00","2023-08-01 0:00:00","PATCH"
"457","","456","","0","0","2023-08-01 0:00:00","2023-08-01 0:00:00","PATCH"
"458","","457","","0","0","2023-08-01 0:00:00","2023-08-01 0:00:00","PATCH"
"459","","458","","0","0","2023-08-01 0:00:00","2023-08-01 0:00:00","PATCH"
"460","","459","","0","0","2023-08-01 0:00:00","2023-08-01 0:00:00","PATCH"
"461","生物科学. 一般生物学","460","","0","0","2023-08-01 0:00:00","2023-08-01 0:00:00","PATCH"
"462","","461","","0","0","2023-08-01 0:00:00","2023-08-01 0:00:00","PATCH"
"463","","462","","0","0","2023-08-01 0:00:00","2023-08-01 0:00:00","PATCH"
"464","","463","","0","0","2023-08-01 0:00:00","2023-08-01 0:00:00","PATCH"
"465","","464","","0","0","2023-08-01 0:00:00","2023-08-01 0:00:00","PATCH"
"466","","465","","0","0","2023-08-01 0:00:00","2023-08-01 0:00:00","PATCH"
"467","","466","","0","0","2023-08-01 0:00:00","2023-08-01 0:00:00","PATCH"
"468","","467","","0","0","2023-08-01 0:00:00","2023-08-01 0:00:00","PATCH"
"469","","468","","0","0","2023-08-01 0:00:00","2023-08-01 0:00:00","PATCH"
"470","","469","","0","0","2023-08-01 0:00:00","2023-08-01 0:00:00","PATCH"
"471","植物学","470","","0","0","2023-08-01 0:00:00","2023-08-01 0:00:00","PATCH"
"472","","471","","0","0","2023-08-01 0:00:00","2023-08-01 0:00:00","PATCH"
"473","","472","","0","0","2023-08-01 0:00:00","2023-08-01 0:00:00","PATCH"
"474","","473","","0","0","2023-08-01 0:00:00","2023-08-01 0:00:00","PATCH"
"475","","474","","0","0","2023-08-01 0:00:00","2023-08-01 0:00:00","PATCH"
"476","","475","","0","0","2023-08-01 0:00:00","2023-08-01 0:00:00","PATCH"
"477","","476","","0","0","2023-08-01 0:00:00","2023-08-01 0:00:00","PATCH"
"478","","477","","0","0","2023-08-01 0:00:00","2023-08-01 0:00:00","PATCH"
"479","","478","","0","0","2023-08-01 0:00:00","2023-08-01 0:00:00","PATCH"
"480","","479","","0","0","2023-08-01 0:00:00","2023-08-01 0:00:00","PATCH"
"481","動物学","480","","0","0","2023-08-01 0:00:00","2023-08-01 0:00:00","PATCH"
"482","","481","","0","0","2023-08-01 0:00:00","2023-08-01 0:00:00","PATCH"
"483","","482","","0","0","2023-08-01 0:00:00","2023-08-01 0:00:00","PATCH"
"484","","483","","0","0","2023-08-01 0:00:00","2023-08-01 0:00:00","PATCH"
"485","","484","","0","0","2023-08-01 0:00:00","2023-08-01 0:00:00","PATCH"
"486","","485","","0","0","2023-08-01 0:00:00","2023-08-01 0:00:00","PATCH"
"487","","486","","0","0","2023-08-01 0:00:00","2023-08-01 0:00:00","PATCH"
"488","","487","","0","0","2023-08-01 0:00:00","2023-08-01 0:00:00","PATCH"
"489","","488","","0","0","2023-08-01 0:00:00","2023-08-01 0:00:00","PATCH"
"490","","489","","0","0","2023-08-01 0:00:00","2023-08-01 0:00:00","PATCH"
"491","医学. 薬学","490","","0","0","2023-08-01 0:00:00","2023-08-01 0:00:00","PATCH"
"492","","491","","0","0","2023-08-01 0:00:00","2023-08-01 0:00:00","PATCH"
"493","","492","","0","0","2023-08-01 0:00:00","2023-08-01 0:00:00","PATCH"
"494","","493","","0","0","2023-08-01 0:00:00","2023-08-01 0:00:00","PATCH"
"495","","494","","0","0","2023-08-01 0:00:00","2023-08-01 0:00:00","PATCH"
"496","","495","","0","0","2023-08-01 0:00:00","2023-08-01 0:00:00","PATCH"
"497","","496","","0","0","2023-08-01 0:00:00","2023-08-01 0:00:00","PATCH"
"498","","497","","0","0","2023-08-01 0:00:00","2023-08-01 0:00:00","PATCH"
"499","","498","","0","0","2023-08-01 0:00:00","2023-08-01 0:00:00","PATCH"
"500","","499","","0","0","2023-08-01 0:00:00","2023-08-01 0:00:00","PATCH"
"501","技術. 工学","500","","0","0","2023-08-01 0:00:00","2023-08-01 0:00:00","PATCH"
"502","","501","","0","0","2023-08-01 0:00:00","2023-08-01 0:00:00","PATCH"
"503","","502","","0","0","2023-08-01 0:00:00","2023-08-01 0:00:00","PATCH"
"504","","503","","0","0","2023-08-01 0:00:00","2023-08-01 0:00:00","PATCH"
"505","","504","","0","0","2023-08-01 0:00:00","2023-08-01 0:00:00","PATCH"
"506","","505","","0","0","2023-08-01 0:00:00","2023-08-01 0:00:00","PATCH"
"507","","506","","0","0","2023-08-01 0:00:00","2023-08-01 0:00:00","PATCH"
"508","","507","","0","0","2023-08-01 0:00:00","2023-08-01 0:00:00","PATCH"
"509","","508","","0","0","2023-08-01 0:00:00","2023-08-01 0:00:00","PATCH"
"510","","509","","0","0","2023-08-01 0:00:00","2023-08-01 0:00:00","PATCH"
"511","建設工学. 土木工事","510","","0","0","2023-08-01 0:00:00","2023-08-01 0:00:00","PATCH"
"512","","511","","0","0","2023-08-01 0:00:00","2023-08-01 0:00:00","PATCH"
"513","","512","","0","0","2023-08-01 0:00:00","2023-08-01 0:00:00","PATCH"
"514","","513","","0","0","2023-08-01 0:00:00","2023-08-01 0:00:00","PATCH"
"515","","514","","0","0","2023-08-01 0:00:00","2023-08-01 0:00:00","PATCH"
"516","","515","","0","0","2023-08-01 0:00:00","2023-08-01 0:00:00","PATCH"
"517","","516","","0","0","2023-08-01 0:00:00","2023-08-01 0:00:00","PATCH"
"518","","517","","0","0","2023-08-01 0:00:00","2023-08-01 0:00:00","PATCH"
"519","","518","","0","0","2023-08-01 0:00:00","2023-08-01 0:00:00","PATCH"
"520","","519","","0","0","2023-08-01 0:00:00","2023-08-01 0:00:00","PATCH"
"521","建築学","520","","0","0","2023-08-01 0:00:00","2023-08-01 0:00:00","PATCH"
"522","","521","","0","0","2023-08-01 0:00:00","2023-08-01 0:00:00","PATCH"
"523","","522","","0","0","2023-08-01 0:00:00","2023-08-01 0:00:00","PATCH"
"524","","523","","0","0","2023-08-01 0:00:00","2023-08-01 0:00:00","PATCH"
"525","","524","","0","0","2023-08-01 0:00:00","2023-08-01 0:00:00","PATCH"
"526","","525","","0","0","2023-08-01 0:00:00","2023-08-01 0:00:00","PATCH"
"527","","526","","0","0","2023-08-01 0:00:00","2023-08-01 0:00:00","PATCH"
"528","","527","","0","0","2023-08-01 0:00:00","2023-08-01 0:00:00","PATCH"
"529","","528","","0","0","2023-08-01 0:00:00","2023-08-01 0:00:00","PATCH"
"530","","529","","0","0","2023-08-01 0:00:00","2023-08-01 0:00:00","PATCH"
"531","機械工学. 原子力工学","530","","0","0","2023-08-01 0:00:00","2023-08-01 0:00:00","PATCH"
"532","","531","","0","0","2023-08-01 0:00:00","2023-08-01 0:00:00","PATCH"
"533","","532","","0","0","2023-08-01 0:00:00","2023-08-01 0:00:00","PATCH"
"534","","533","","0","0","2023-08-01 0:00:00","2023-08-01 0:00:00","PATCH"
"535","","534","","0","0","2023-08-01 0:00:00","2023-08-01 0:00:00","PATCH"
"536","","535","","0","0","2023-08-01 0:00:00","2023-08-01 0:00:00","PATCH"
"537","","536","","0","0","2023-08-01 0:00:00","2023-08-01 0:00:00","PATCH"
"538","","537","","0","0","2023-08-01 0:00:00","2023-08-01 0:00:00","PATCH"
"539","","538","","0","0","2023-08-01 0:00:00","2023-08-01 0:00:00","PATCH"
"540","","539","","0","0","2023-08-01 0:00:00","2023-08-01 0:00:00","PATCH"
"541","電気工学. 電子工学","540","","0","0","2023-08-01 0:00:00","2023-08-01 0:00:00","PATCH"
"542","","541","","0","0","2023-08-01 0:00:00","2023-08-01 0:00:00","PATCH"
"543","","542","","0","0","2023-08-01 0:00:00","2023-08-01 0:00:00","PATCH"
"544","","543","","0","0","2023-08-01 0:00:00","2023-08-01 0:00:00","PATCH"
"545","","544","","0","0","2023-08-01 0:00:00","2023-08-01 0:00:00","PATCH"
"546","","545","","0","0","2023-08-01 0:00:00","2023-08-01 0:00:00","PATCH"
"547","","546","","0","0","2023-08-01 0:00:00","2023-08-01 0:00:00","PATCH"
"548","","547","","0","0","2023-08-01 0:00:00","2023-08-01 0:00:00","PATCH"
"549","","548","","0","0","2023-08-01 0:00:00","2023-08-01 0:00:00","PATCH"
"550","","549","","0","0","2023-08-01 0:00:00","2023-08-01 0:00:00","PATCH"
"551","海洋工学. 船舶工学. 兵器","550","","0","0","2023-08-01 0:00:00","2023-08-01 0:00:00","PATCH"
"552","","551","","0","0","2023-08-01 0:00:00","2023-08-01 0:00:00","PATCH"
"553","","552","","0","0","2023-08-01 0:00:00","2023-08-01 0:00:00","PATCH"
"554","","553","","0","0","2023-08-01 0:00:00","2023-08-01 0:00:00","PATCH"
"555","","554","","0","0","2023-08-01 0:00:00","2023-08-01 0:00:00","PATCH"
"556","","555","","0","0","2023-08-01 0:00:00","2023-08-01 0:00:00","PATCH"
"557","","556","","0","0","2023-08-01 0:00:00","2023-08-01 0:00:00","PATCH"
"558","","557","","0","0","2023-08-01 0:00:00","2023-08-01 0:00:00","PATCH"
"559","","558","","0","0","2023-08-01 0:00:00","2023-08-01 0:00:00","PATCH"
"560","","559","","0","0","2023-08-01 0:00:00","2023-08-01 0:00:00","PATCH"
"561","金属工学. 鉱山工学","560","","0","0","2023-08-01 0:00:00","2023-08-01 0:00:00","PATCH"
"562","","561","","0","0","2023-08-01 0:00:00","2023-08-01 0:00:00","PATCH"
"563","","562","","0","0","2023-08-01 0:00:00","2023-08-01 0:00:00","PATCH"
"564","","563","","0","0","2023-08-01 0:00:00","2023-08-01 0:00:00","PATCH"
"565","","564","","0","0","2023-08-01 0:00:00","2023-08-01 0:00:00","PATCH"
"566","","565","","0","0","2023-08-01 0:00:00","2023-08-01 0:00:00","PATCH"
"567","","566","","0","0","2023-08-01 0:00:00","2023-08-01 0:00:00","PATCH"
"568","","567","","0","0","2023-08-01 0:00:00","2023-08-01 0:00:00","PATCH"
"569","","568","","0","0","2023-08-01 0:00:00","2023-08-01 0:00:00","PATCH"
"570","","569","","0","0","2023-08-01 0:00:00","2023-08-01 0:00:00","PATCH"
"571","化学工業","570","","0","0","2023-08-01 0:00:00","2023-08-01 0:00:00","PATCH"
"572","","571","","0","0","2023-08-01 0:00:00","2023-08-01 0:00:00","PATCH"
"573","","572","","0","0","2023-08-01 0:00:00","2023-08-01 0:00:00","PATCH"
"574","","573","","0","0","2023-08-01 0:00:00","2023-08-01 0:00:00","PATCH"
"575","","574","","0","0","2023-08-01 0:00:00","2023-08-01 0:00:00","PATCH"
"576","","575","","0","0","2023-08-01 0:00:00","2023-08-01 0:00:00","PATCH"
"577","","576","","0","0","2023-08-01 0:00:00","2023-08-01 0:00:00","PATCH"
"578","","577","","0","0","2023-08-01 0:00:00","2023-08-01 0:00:00","PATCH"
"579","","578","","0","0","2023-08-01 0:00:00","2023-08-01 0:00:00","PATCH"
"580","","579","","0","0","2023-08-01 0:00:00","2023-08-01 0:00:00","PATCH"
"581","製造工業","580","","0","0","2023-08-01 0:00:00","2023-08-01 0:00:00","PATCH"
"582","","581","","0","0","2023-08-01 0:00:00","2023-08-01 0:00:00","PATCH"
"583","","582","","0","0","2023-08-01 0:00:00","2023-08-01 0:00:00","PATCH"
"584","","583","","0","0","2023-08-01 0:00:00","2023-08-01 0:00:00","PATCH"
"585","","584","","0","0","2023-08-01 0:00:00","2023-08-01 0:00:00","PATCH"
"586","","585","","0","0","2023-08-01 0:00:00","2023-08-01 0:00:00","PATCH"
"587","","586","","0","0","2023-08-01 0:00:00","2023-08-01 0:00:00","PATCH"
"588","","587","","0","0","2023-08-01 0:00:00","2023-08-01 0:00:00","PATCH"
"589","","588","","0","0","2023-08-01 0:00:00","2023-08-01 0:00:00","PATCH"
"590","","589","","0","0","2023-08-01 0:00:00","2023-08-01 0:00:00","PATCH"
"591","家政学. 生活科学","590","","0","0","2023-08-01 0:00:00","2023-08-01 0:00:00","PATCH"
"592","","591","","0","0","2023-08-01 0:00:00","2023-08-01 0:00:00","PATCH"
"593","","592","","0","0","2023-08-01 0:00:00","2023-08-01 0:00:00","PATCH"
"594","","593","","0","0","2023-08-01 0:00:00","2023-08-01 0:00:00","PATCH"
"595","","594","","0","0","2023-08-01 0:00:00","2023-08-01 0:00:00","PATCH"
"596","","595","","0","0","2023-08-01 0:00:00","2023-08-01 0:00:00","PATCH"
"597","","596","","0","0","2023-08-01 0:00:00","2023-08-01 0:00:00","PATCH"
"598","","597","","0","0","2023-08-01 0:00:00","2023-08-01 0:00:00","PATCH"
"599","","598","","0","0","2023-08-01 0:00:00","2023-08-01 0:00:00","PATCH"
"600","","599","","0","0","2023-08-01 0:00:00","2023-08-01 0:00:00","PATCH"
"601","産業","600","","0","0","2023-08-01 0:00:00","2023-08-01 0:00:00","PATCH"
"602","","601","","0","0","2023-08-01 0:00:00","2023-08-01 0:00:00","PATCH"
"603","","602","","0","0","2023-08-01 0:00:00","2023-08-01 0:00:00","PATCH"
"604","","603","","0","0","2023-08-01 0:00:00","2023-08-01 0:00:00","PATCH"
